current_a,current_ma,power_w,trend_direction,trend_percent_change,signal_quality,recommendation_type,severity,estimated_savings_kwh_per_day,energy_wasted_kwh_per_day
1.0359,1035.9,238.26,rising,40.32,strong,rising_consumption,medium,1.1528,2.3056
1.8092,1809.2,416.12,rising,21.52,strong,rising_consumption,medium,1.0746,2.1492
2.835,2835.0,652.05,rising,18.45,fair,rising_consumption,medium,1.4436,2.8873
2.2567,2256.7,519.04,rising,30.17,strong,rising_consumption,medium,1.8791,3.7583
1.3181,1318.1,303.16,rising,35.67,strong,rising_consumption,medium,1.2976,2.5953
2.4113,2411.3,554.6,rising,34.35,fair,rising_consumption,medium,2.2861,4.5721
1.1767,1176.7,270.64,rising,31.66,strong,rising_consumption,medium,1.0282,2.0564
2.8385,2838.5,652.85,rising,17.55,strong,rising_consumption,medium,1.3749,2.7498
1.9111,1911.1,439.55,rising,41.03,strong,rising_consumption,medium,2.1642,4.3283
3.0141,3014.1,693.24,rising,21.16,strong,rising_consumption,medium,1.7603,3.5206
2.9177,2917.7,671.07,rising,26.83,fair,rising_consumption,medium,2.1606,4.3212
0.6404,640.4,147.29,rising,42.9,strong,rising_consumption,medium,0.7582,1.5165
2.2953,2295.3,527.92,rising,22.5,strong,rising_consumption,medium,1.4254,2.8508
2.6497,2649.7,609.43,rising,22.19,strong,rising_consumption,medium,1.6228,3.2456
2.8898,2889.8,664.65,rising,16.89,strong,rising_consumption,medium,1.3471,2.6942
2.8737,2873.7,660.95,rising,43.28,strong,rising_consumption,medium,3.4327,6.8654
2.4436,2443.6,562.03,rising,29.35,strong,rising_consumption,medium,1.9795,3.9589
3.0821,3082.1,708.88,rising,37.43,strong,rising_consumption,medium,3.184,6.368
1.444,1444.0,332.12,rising,20.66,strong,rising_consumption,medium,0.8234,1.6468
3.142,3142.0,722.66,rising,38.79,strong,rising_consumption,medium,3.3638,6.7277
1.882,1882.0,432.86,rising,44.66,strong,rising_consumption,medium,2.3198,4.6396
3.0676,3067.6,705.55,rising,10.51,strong,rising_consumption,medium,0.8898,1.7797
2.4994,2499.4,574.86,rising,44.62,fair,rising_consumption,medium,3.078,6.1561
2.2806,2280.6,524.54,rising,44.53,strong,rising_consumption,medium,2.8029,5.6059
1.6923,1692.3,389.23,rising,32.56,strong,rising_consumption,medium,1.5208,3.0416
0.7471,747.1,171.83,rising,15.47,strong,rising_consumption,medium,0.319,0.638
2.9336,2933.6,674.73,rising,40.65,strong,rising_consumption,medium,3.2913,6.5827
3.3089,3308.9,761.05,rising,38.66,strong,rising_consumption,medium,3.5307,7.0613
0.9351,935.1,215.07,rising,17.45,strong,rising_consumption,medium,0.4504,0.9007
2.2695,2269.5,521.99,rising,41.11,strong,rising_consumption,medium,2.5751,5.1502
1.5283,1528.3,351.51,rising,10.81,strong,rising_consumption,medium,0.456,0.912
3.3476,3347.6,769.95,rising,17.44,strong,rising_consumption,medium,1.6114,3.2227
1.1492,1149.2,264.32,rising,15.43,fair,rising_consumption,medium,0.4894,0.9788
0.932,932.0,214.36,rising,44.08,strong,rising_consumption,medium,1.1339,2.2678
1.1954,1195.4,274.94,rising,26.49,strong,rising_consumption,medium,0.874,1.748
2.4326,2432.6,559.5,rising,13.37,strong,rising_consumption,medium,0.8977,1.7953
2.6968,2696.8,620.26,rising,25.65,strong,rising_consumption,medium,1.9092,3.8183
1.8835,1883.5,433.2,rising,15.87,strong,rising_consumption,medium,0.825,1.65
1.2013,1201.3,276.3,rising,44.97,strong,rising_consumption,medium,1.491,2.9821
1.6826,1682.6,387.0,rising,27.5,strong,rising_consumption,medium,1.2771,2.5542
3.0425,3042.5,699.77,rising,23.41,fair,rising_consumption,medium,1.9658,3.9316
3.3251,3325.1,764.77,rising,28.34,strong,rising_consumption,medium,2.6008,5.2017
2.6805,2680.5,616.51,rising,23.1,strong,rising_consumption,medium,1.709,3.4179
1.8462,1846.2,424.63,rising,44.66,strong,rising_consumption,medium,2.2757,4.5514
3.2234,3223.4,741.38,rising,35.29,fair,rising_consumption,medium,3.1396,6.2792
2.5162,2516.2,578.73,rising,27.21,strong,rising_consumption,medium,1.8897,3.7793
0.8574,857.4,197.2,rising,30.71,strong,rising_consumption,medium,0.7267,1.4534
2.2661,2266.1,521.2,rising,17.05,fair,rising_consumption,medium,1.0664,2.1328
2.918,2918.0,671.14,rising,42.64,fair,rising_consumption,medium,3.4341,6.8682
2.3324,2332.4,536.45,rising,39.64,fair,rising_consumption,medium,2.5518,5.1036
1.3338,1333.8,306.77,rising,33.39,strong,rising_consumption,medium,1.2292,2.4583
1.091,1091.0,250.93,rising,24.08,strong,rising_consumption,medium,0.7251,1.4502
1.9347,1934.7,444.98,rising,29.25,strong,rising_consumption,medium,1.5619,3.1238
2.6419,2641.9,607.64,rising,19.24,strong,rising_consumption,medium,1.4029,2.8058
1.0384,1038.4,238.83,rising,23.46,fair,rising_consumption,medium,0.6724,1.3447
0.8653,865.3,199.02,rising,42.28,strong,rising_consumption,medium,1.0097,2.0195
1.7619,1761.9,405.24,rising,42.16,fair,rising_consumption,medium,2.0502,4.1004
2.29,2290.0,526.7,rising,34.21,strong,rising_consumption,medium,2.1622,4.3244
1.0633,1063.3,244.56,rising,27.67,strong,rising_consumption,medium,0.812,1.6241
0.656,656.0,150.88,rising,20.86,strong,rising_consumption,medium,0.3777,0.7554
3.4761,3476.1,799.5,rising,34.33,strong,rising_consumption,medium,3.2936,6.5872
3.0051,3005.1,691.17,rising,13.06,strong,rising_consumption,medium,1.0832,2.1664
3.0493,3049.3,701.34,rising,13.93,fair,rising_consumption,medium,1.1724,2.3447
1.1037,1103.7,253.85,rising,40.86,fair,rising_consumption,medium,1.2447,2.4894
2.781,2781.0,639.63,rising,37.14,fair,rising_consumption,medium,2.8507,5.7014
0.6079,607.9,139.82,rising,26.28,strong,rising_consumption,medium,0.4409,0.8819
2.0257,2025.7,465.91,rising,40.92,strong,rising_consumption,medium,2.2878,4.5756
1.4154,1415.4,325.54,rising,32.94,strong,rising_consumption,medium,1.2868,2.5736
1.4767,1476.7,339.64,rising,41.7,strong,rising_consumption,medium,1.6996,3.3991
3.0761,3076.1,707.5,rising,26.61,strong,rising_consumption,medium,2.2592,4.5184
2.924,2924.0,672.52,rising,32.04,strong,rising_consumption,medium,2.5857,5.1714
1.2995,1299.5,298.89,rising,26.83,strong,rising_consumption,medium,0.9623,1.9246
0.693,693.0,159.39,rising,28.22,strong,rising_consumption,medium,0.5398,1.0795
1.7791,1779.1,409.19,rising,25.94,fair,rising_consumption,medium,1.2737,2.5475
1.5198,1519.8,349.55,rising,13.58,strong,rising_consumption,medium,0.5696,1.1393
2.0389,2038.9,468.95,rising,42.7,strong,rising_consumption,medium,2.4029,4.8058
2.4631,2463.1,566.51,rising,31.81,strong,rising_consumption,medium,2.1625,4.325
2.8396,2839.6,653.11,rising,27.45,strong,rising_consumption,medium,2.1513,4.3027
2.1839,2183.9,502.3,rising,10.51,strong,rising_consumption,medium,0.6335,1.267
0.7714,771.4,177.42,rising,30.82,strong,rising_consumption,medium,0.6562,1.3123
1.8151,1815.1,417.47,rising,39.31,fair,rising_consumption,medium,1.9693,3.9386
1.7557,1755.7,403.81,rising,31.24,strong,rising_consumption,medium,1.5138,3.0276
2.7729,2772.9,637.77,rising,39.75,strong,rising_consumption,medium,3.0422,6.0843
1.6029,1602.9,368.67,rising,12.11,strong,rising_consumption,medium,0.5358,1.0715
1.171,1171.0,269.33,rising,13.84,strong,rising_consumption,medium,0.4473,0.8946
1.2185,1218.5,280.25,rising,34.78,strong,rising_consumption,medium,1.1697,2.3393
1.0088,1008.8,232.02,rising,42.67,strong,rising_consumption,medium,1.188,2.3761
3.347,3347.0,769.81,rising,44.68,strong,rising_consumption,medium,4.1274,8.2548
0.6074,607.4,139.7,rising,15.03,strong,rising_consumption,medium,0.252,0.5039
2.4765,2476.5,569.6,rising,34.04,strong,rising_consumption,medium,2.3267,4.6534
1.4382,1438.2,330.79,rising,15.41,strong,rising_consumption,medium,0.6117,1.2234
3.1275,3127.5,719.32,rising,15.4,strong,rising_consumption,medium,1.3293,2.6586
2.3392,2339.2,538.02,rising,21.04,strong,rising_consumption,medium,1.3584,2.7168
0.8655,865.5,199.06,rising,13.89,strong,rising_consumption,medium,0.3318,0.6636
2.4051,2405.1,553.17,rising,19.4,strong,rising_consumption,medium,1.2878,2.5756
1.0561,1056.1,242.9,rising,40.94,fair,rising_consumption,medium,1.1933,2.3866
1.8604,1860.4,427.89,rising,36.68,strong,rising_consumption,medium,1.8834,3.7668
1.9966,1996.6,459.22,rising,21.52,strong,rising_consumption,medium,1.1859,2.3718
3.0873,3087.3,710.08,rising,43.52,strong,rising_consumption,medium,3.7083,7.4166
2.2762,2276.2,523.53,rising,15.46,fair,rising_consumption,medium,0.9713,1.9425
2.6723,2672.3,614.63,rising,38.67,strong,rising_consumption,medium,2.8521,5.7043
3.3203,3320.3,763.67,rising,20.11,strong,rising_consumption,medium,1.8429,3.6858
2.4443,2444.3,562.19,rising,20.99,strong,rising_consumption,medium,1.416,2.8321
0.5589,558.9,128.55,rising,13.79,fair,rising_consumption,medium,0.2127,0.4254
1.5679,1567.9,360.62,rising,22.56,strong,rising_consumption,medium,0.9763,1.9525
2.3258,2325.8,534.93,rising,24.52,strong,rising_consumption,medium,1.574,3.148
1.9568,1956.8,450.06,rising,33.46,strong,rising_consumption,medium,1.8071,3.6142
3.0016,3001.6,690.37,rising,12.56,strong,rising_consumption,medium,1.0405,2.0811
1.3233,1323.3,304.36,rising,31.73,strong,rising_consumption,medium,1.1589,2.3178
1.013,1013.0,232.99,rising,26.81,strong,rising_consumption,medium,0.7496,1.4992
1.1451,1145.1,263.37,rising,36.64,fair,rising_consumption,medium,1.158,2.316
2.6161,2616.1,601.7,rising,34.58,strong,rising_consumption,medium,2.4968,4.9936
2.3497,2349.7,540.43,rising,26.43,strong,rising_consumption,medium,1.714,3.4281
0.6286,628.6,144.58,rising,24.56,fair,rising_consumption,medium,0.4261,0.8522
0.7869,786.9,180.99,rising,41.54,strong,rising_consumption,medium,0.9022,1.8044
3.2431,3243.1,745.91,rising,35.87,strong,rising_consumption,medium,3.2107,6.4214
3.0683,3068.3,705.71,rising,26.95,strong,rising_consumption,medium,2.2823,4.5645
1.9071,1907.1,438.63,rising,17.91,strong,rising_consumption,medium,0.9427,1.8854
3.4048,3404.8,783.1,rising,11.29,fair,rising_consumption,medium,1.0609,2.1219
0.6065,606.5,139.5,rising,18.42,strong,rising_consumption,medium,0.3084,0.6167
0.5917,591.7,136.09,rising,14.39,strong,rising_consumption,medium,0.235,0.47
3.2296,3229.6,742.81,rising,44.77,strong,rising_consumption,medium,3.9907,7.9813
1.2327,1232.7,283.52,rising,39.93,strong,rising_consumption,medium,1.3585,2.717
3.1982,3198.2,735.59,rising,33.82,strong,rising_consumption,medium,2.9853,5.9706
1.6018,1601.8,368.41,rising,13.43,strong,rising_consumption,medium,0.5937,1.1875
2.7047,2704.7,622.08,rising,15.12,fair,rising_consumption,medium,1.1287,2.2574
1.8883,1888.3,434.31,rising,43.15,strong,rising_consumption,medium,2.2489,4.4977
1.834,1834.0,421.82,rising,39.38,strong,rising_consumption,medium,1.9934,3.9867
1.7509,1750.9,402.71,rising,18.04,fair,rising_consumption,medium,0.8718,1.7436
1.0893,1089.3,250.54,rising,15.65,strong,rising_consumption,medium,0.4705,0.941
2.4288,2428.8,558.62,rising,16.67,strong,rising_consumption,medium,1.1175,2.2349
1.5475,1547.5,355.93,rising,31.38,strong,rising_consumption,medium,1.3403,2.6806
2.5372,2537.2,583.56,rising,32.59,strong,rising_consumption,medium,2.2822,4.5644
2.7009,2700.9,621.21,rising,15.92,strong,rising_consumption,medium,1.1868,2.3735
1.5266,1526.6,351.12,rising,24.07,strong,rising_consumption,medium,1.0142,2.0284
2.6062,2606.2,599.43,rising,35.21,strong,rising_consumption,medium,2.5327,5.0654
2.3554,2355.4,541.74,rising,44.94,strong,rising_consumption,medium,2.9215,5.843
2.656,2656.0,610.88,rising,20.69,strong,rising_consumption,medium,1.5167,3.0334
2.153,2153.0,495.19,rising,34.13,fair,rising_consumption,medium,2.0281,4.0562
1.2285,1228.5,282.56,rising,27.82,strong,rising_consumption,medium,0.9433,1.8866
1.2265,1226.5,282.09,rising,29.63,strong,rising_consumption,medium,1.003,2.006
0.9923,992.3,228.23,rising,37.8,strong,rising_consumption,medium,1.0353,2.0705
1.621,1621.0,372.83,rising,29.81,strong,rising_consumption,medium,1.3337,2.6674
2.8663,2866.3,659.25,rising,40.15,strong,rising_consumption,medium,3.1763,6.3525
3.4016,3401.6,782.37,rising,14.45,fair,rising_consumption,medium,1.3566,2.7133
0.8573,857.3,197.18,rising,44.3,strong,rising_consumption,medium,1.0482,2.0964
3.1298,3129.8,719.85,rising,29.82,strong,rising_consumption,medium,2.5759,5.1518
1.1371,1137.1,261.53,rising,17.76,fair,rising_consumption,medium,0.5574,1.1147
1.1369,1136.9,261.49,rising,41.11,strong,rising_consumption,medium,1.29,2.58
1.3849,1384.9,318.53,rising,14.56,strong,rising_consumption,medium,0.5565,1.1131
2.084,2084.0,479.32,rising,34.01,strong,rising_consumption,medium,1.9562,3.9124
3.3436,3343.6,769.03,rising,22.8,strong,rising_consumption,medium,2.1041,4.2081
0.7412,741.2,170.48,rising,24.06,strong,rising_consumption,medium,0.4922,0.9844
0.8547,854.7,196.58,rising,44.58,strong,rising_consumption,medium,1.0516,2.1032
1.9474,1947.4,447.9,rising,19.62,strong,rising_consumption,medium,1.0545,2.1091
2.9165,2916.5,670.8,rising,41.45,strong,rising_consumption,medium,3.3366,6.6731
1.4296,1429.6,328.81,rising,28.73,strong,rising_consumption,medium,1.1336,2.2672
0.5618,561.8,129.21,rising,42.81,strong,rising_consumption,medium,0.6638,1.3276
1.0039,1003.9,230.9,rising,34.89,fair,rising_consumption,medium,0.9667,1.9335
1.1316,1131.6,260.27,rising,17.51,strong,rising_consumption,medium,0.5469,1.0938
0.8192,819.2,188.42,rising,34.94,strong,rising_consumption,medium,0.79,1.58
0.659,659.0,151.57,rising,33.43,fair,rising_consumption,medium,0.608,1.2161
2.5719,2571.9,591.54,rising,41.75,strong,rising_consumption,medium,2.9636,5.9272
1.4425,1442.5,331.77,rising,23.65,fair,rising_consumption,medium,0.9416,1.8831
1.8264,1826.4,420.07,rising,30.88,strong,rising_consumption,medium,1.5566,3.1132
1.1467,1146.7,263.74,rising,26.67,strong,rising_consumption,medium,0.8441,1.6881
1.1481,1148.1,264.06,rising,35.69,strong,rising_consumption,medium,1.1309,2.2618
3.1166,3116.6,716.82,rising,42.42,strong,rising_consumption,medium,3.6489,7.2978
0.9231,923.1,212.31,rising,20.34,strong,rising_consumption,medium,0.5182,1.0364
2.1829,2182.9,502.07,rising,41.01,strong,rising_consumption,medium,2.4708,4.9416
0.5183,518.3,119.21,rising,37.81,strong,rising_consumption,medium,0.5409,1.0818
2.9725,2972.5,683.68,rising,12.81,strong,rising_consumption,medium,1.051,2.1019
2.9307,2930.7,674.06,rising,18.39,fair,rising_consumption,medium,1.4875,2.975
3.314,3314.0,762.22,rising,15.58,fair,rising_consumption,medium,1.425,2.8501
3.3438,3343.8,769.07,rising,15.66,fair,rising_consumption,medium,1.4452,2.8905
2.9533,2953.3,679.26,rising,39.0,fair,rising_consumption,medium,3.1789,6.3579
0.7981,798.1,183.56,rising,23.04,strong,rising_consumption,medium,0.5075,1.015
1.8079,1807.9,415.82,rising,41.86,strong,rising_consumption,medium,2.0887,4.1775
0.6899,689.9,158.68,rising,29.8,strong,rising_consumption,medium,0.5674,1.1349
0.5227,522.7,120.22,rising,26.07,strong,rising_consumption,medium,0.3761,0.7522
2.2105,2210.5,508.42,rising,23.52,strong,rising_consumption,medium,1.435,2.8699
1.4317,1431.7,329.29,rising,22.38,strong,rising_consumption,medium,0.8843,1.7687
2.0691,2069.1,475.89,rising,41.1,strong,rising_consumption,medium,2.3471,4.6942
3.1666,3166.6,728.32,rising,24.53,strong,rising_consumption,medium,2.1439,4.2878
3.0733,3073.3,706.86,rising,34.85,strong,rising_consumption,medium,2.9561,5.9122
1.033,1033.0,237.59,rising,33.87,strong,rising_consumption,medium,0.9657,1.9313
1.3554,1355.4,311.74,rising,41.8,strong,rising_consumption,medium,1.5637,3.1274
1.0347,1034.7,237.98,rising,15.68,strong,rising_consumption,medium,0.4478,0.8956
1.7098,1709.8,393.25,rising,40.43,strong,rising_consumption,medium,1.9079,3.8158
2.3661,2366.1,544.2,rising,31.78,strong,rising_consumption,medium,2.0754,4.1507
1.048,1048.0,241.04,rising,16.9,strong,rising_consumption,medium,0.4888,0.9777
1.3587,1358.7,312.5,rising,19.0,strong,rising_consumption,medium,0.7125,1.425
0.778,778.0,178.94,rising,13.99,strong,rising_consumption,medium,0.3004,0.6008
0.9348,934.8,215.0,rising,43.29,fair,rising_consumption,medium,1.1169,2.2338
1.3009,1300.9,299.21,rising,35.95,strong,rising_consumption,medium,1.2908,2.5816
3.3859,3385.9,778.76,rising,41.46,strong,rising_consumption,medium,3.8745,7.749
2.9936,2993.6,688.53,rising,39.05,strong,rising_consumption,medium,3.2265,6.4529
2.0932,2093.2,481.44,rising,14.37,fair,rising_consumption,medium,0.8302,1.6604
2.6615,2661.5,612.15,rising,11.17,strong,rising_consumption,medium,0.8205,1.6411
2.0331,2033.1,467.61,rising,36.33,strong,rising_consumption,medium,2.0386,4.0772
1.9228,1922.8,442.24,rising,30.41,strong,rising_consumption,medium,1.6138,3.2276
2.4228,2422.8,557.24,rising,34.97,strong,rising_consumption,medium,2.3384,4.6768
3.1171,3117.1,716.93,rising,18.44,strong,rising_consumption,medium,1.5864,3.1728
2.5079,2507.9,576.82,rising,34.03,strong,rising_consumption,medium,2.3555,4.711
2.8239,2823.9,649.5,rising,36.31,strong,rising_consumption,medium,2.83,5.66
2.092,2092.0,481.16,rising,13.18,strong,rising_consumption,medium,0.761,1.522
2.1265,2126.5,489.1,rising,38.3,strong,rising_consumption,medium,2.2479,4.4958
1.8039,1803.9,414.9,rising,39.5,strong,rising_consumption,medium,1.9666,3.9333
2.1427,2142.7,492.82,rising,41.8,strong,rising_consumption,medium,2.472,4.944
1.9654,1965.4,452.04,rising,41.45,strong,rising_consumption,medium,2.2484,4.4969
1.8337,1833.7,421.75,rising,16.26,strong,rising_consumption,medium,0.8229,1.6458
2.3388,2338.8,537.92,rising,26.18,strong,rising_consumption,medium,1.6899,3.3799
3.1912,3191.2,733.98,rising,11.48,fair,rising_consumption,medium,1.0111,2.0223
2.8861,2886.1,663.8,rising,41.53,strong,rising_consumption,medium,3.3081,6.6162
0.6148,614.8,141.4,rising,39.37,strong,rising_consumption,medium,0.668,1.3361
2.8562,2856.2,656.93,rising,16.25,strong,rising_consumption,medium,1.281,2.562
2.3918,2391.8,550.11,rising,37.76,strong,rising_consumption,medium,2.4927,4.9853
2.6686,2668.6,613.78,stable,0.32,weak,weak_signal,low,0.0,0.0
0.9856,985.6,226.69,stable,-3.92,weak,weak_signal,low,0.0,0.0
0.1387,138.7,31.9,stable,6.32,weak,weak_signal,low,0.0,0.0
1.9776,1977.6,454.85,falling,6.78,weak,weak_signal,low,0.0,0.0
3.1845,3184.5,732.43,rising,-4.46,weak,weak_signal,low,0.0,0.0
4.756,4756.0,1093.88,rising,5.42,weak,weak_signal,low,0.0,0.0
2.8232,2823.2,649.34,rising,-1.97,weak,weak_signal,low,0.0,0.0
2.0263,2026.3,466.05,falling,7.67,weak,weak_signal,low,0.0,0.0
4.977,4977.0,1144.71,rising,-8.51,weak,weak_signal,low,0.0,0.0
3.2242,3224.2,741.57,rising,0.21,weak,weak_signal,low,0.0,0.0
1.091,1091.0,250.93,stable,9.3,weak,weak_signal,low,0.0,0.0
4.1582,4158.2,956.39,falling,6.16,weak,weak_signal,low,0.0,0.0
3.0516,3051.6,701.87,falling,-6.39,weak,weak_signal,low,0.0,0.0
2.7783,2778.3,639.01,rising,2.0,weak,weak_signal,low,0.0,0.0
0.1086,108.6,24.98,falling,-8.59,weak,weak_signal,low,0.0,0.0
0.6676,667.6,153.55,rising,-1.38,weak,weak_signal,low,0.0,0.0
4.5239,4523.9,1040.5,stable,3.22,weak,weak_signal,low,0.0,0.0
2.0884,2088.4,480.33,rising,3.34,weak,weak_signal,low,0.0,0.0
0.8459,845.9,194.56,falling,0.56,weak,weak_signal,low,0.0,0.0
1.0975,1097.5,252.42,rising,9.56,weak,weak_signal,low,0.0,0.0
3.638,3638.0,836.74,falling,0.78,weak,weak_signal,low,0.0,0.0
1.194,1194.0,274.62,stable,-1.2,weak,weak_signal,low,0.0,0.0
3.3127,3312.7,761.92,falling,1.4,weak,weak_signal,low,0.0,0.0
3.0512,3051.2,701.78,falling,2.38,weak,weak_signal,low,0.0,0.0
1.3728,1372.8,315.74,rising,5.11,weak,weak_signal,low,0.0,0.0
1.7907,1790.7,411.86,falling,-8.97,weak,weak_signal,low,0.0,0.0
4.1905,4190.5,963.82,rising,-6.17,weak,weak_signal,low,0.0,0.0
2.4444,2444.4,562.21,falling,-4.78,weak,weak_signal,low,0.0,0.0
0.0592,59.2,13.62,stable,-4.64,weak,weak_signal,low,0.0,0.0
0.7073,707.3,162.68,rising,7.52,weak,weak_signal,low,0.0,0.0
2.2352,2235.2,514.1,falling,-6.11,weak,weak_signal,low,0.0,0.0
3.2942,3294.2,757.67,rising,4.06,weak,weak_signal,low,0.0,0.0
1.2649,1264.9,290.93,falling,7.05,weak,weak_signal,low,0.0,0.0
3.7854,3785.4,870.64,falling,-3.08,weak,weak_signal,low,0.0,0.0
0.2395,239.5,55.09,stable,-10.0,weak,weak_signal,low,0.0,0.0
4.6585,4658.5,1071.45,falling,-1.15,weak,weak_signal,low,0.0,0.0
0.087,87.0,20.01,falling,-3.39,weak,weak_signal,low,0.0,0.0
4.0277,4027.7,926.37,falling,4.72,weak,weak_signal,low,0.0,0.0
2.5475,2547.5,585.92,rising,0.0,weak,weak_signal,low,0.0,0.0
1.7196,1719.6,395.51,stable,-8.38,weak,weak_signal,low,0.0,0.0
4.4773,4477.3,1029.78,rising,5.43,weak,weak_signal,low,0.0,0.0
4.3878,4387.8,1009.19,rising,-5.62,weak,weak_signal,low,0.0,0.0
1.2821,1282.1,294.88,stable,5.27,weak,weak_signal,low,0.0,0.0
1.5263,1526.3,351.05,stable,-8.1,weak,weak_signal,low,0.0,0.0
0.8133,813.3,187.06,stable,-4.56,weak,weak_signal,low,0.0,0.0
4.6457,4645.7,1068.51,falling,3.83,weak,weak_signal,low,0.0,0.0
1.4955,1495.5,343.97,falling,-0.23,weak,weak_signal,low,0.0,0.0
4.8662,4866.2,1119.23,falling,-8.03,weak,weak_signal,low,0.0,0.0
2.9056,2905.6,668.29,falling,5.28,weak,weak_signal,low,0.0,0.0
2.8345,2834.5,651.93,rising,6.44,weak,weak_signal,low,0.0,0.0
2.2165,2216.5,509.79,stable,9.09,weak,weak_signal,low,0.0,0.0
3.2816,3281.6,754.77,stable,2.11,weak,weak_signal,low,0.0,0.0
3.451,3451.0,793.73,rising,-9.98,weak,weak_signal,low,0.0,0.0
0.7254,725.4,166.84,falling,4.26,weak,weak_signal,low,0.0,0.0
4.8713,4871.3,1120.4,falling,-4.77,weak,weak_signal,low,0.0,0.0
0.1913,191.3,44.0,falling,-5.29,weak,weak_signal,low,0.0,0.0
3.9529,3952.9,909.17,falling,-1.28,weak,weak_signal,low,0.0,0.0
4.8185,4818.5,1108.26,stable,7.31,weak,weak_signal,low,0.0,0.0
0.8925,892.5,205.27,falling,5.54,weak,weak_signal,low,0.0,0.0
0.6278,627.8,144.39,rising,-1.28,weak,weak_signal,low,0.0,0.0
0.7693,769.3,176.94,falling,-2.05,weak,weak_signal,low,0.0,0.0
4.8359,4835.9,1112.26,rising,-9.31,weak,weak_signal,low,0.0,0.0
1.8564,1856.4,426.97,falling,-5.61,weak,weak_signal,low,0.0,0.0
0.7598,759.8,174.75,falling,3.8,weak,weak_signal,low,0.0,0.0
3.631,3631.0,835.13,stable,-8.69,weak,weak_signal,low,0.0,0.0
0.271,271.0,62.33,falling,4.67,weak,weak_signal,low,0.0,0.0
3.9181,3918.1,901.16,stable,-8.02,weak,weak_signal,low,0.0,0.0
1.9775,1977.5,454.82,stable,0.72,weak,weak_signal,low,0.0,0.0
4.4881,4488.1,1032.26,rising,4.75,weak,weak_signal,low,0.0,0.0
2.4281,2428.1,558.46,rising,2.46,weak,weak_signal,low,0.0,0.0
1.39,1390.0,319.7,rising,8.76,weak,weak_signal,low,0.0,0.0
0.9124,912.4,209.85,rising,9.04,weak,weak_signal,low,0.0,0.0
1.9457,1945.7,447.51,rising,-2.92,weak,weak_signal,low,0.0,0.0
0.4463,446.3,102.65,stable,-3.62,weak,weak_signal,low,0.0,0.0
3.9801,3980.1,915.42,rising,3.44,weak,weak_signal,low,0.0,0.0
3.683,3683.0,847.09,falling,7.17,weak,weak_signal,low,0.0,0.0
0.7371,737.1,169.53,falling,3.52,weak,weak_signal,low,0.0,0.0
3.0596,3059.6,703.71,falling,3.57,weak,weak_signal,low,0.0,0.0
1.8066,1806.6,415.52,rising,8.72,weak,weak_signal,low,0.0,0.0
0.038,38.0,8.74,stable,-6.76,weak,weak_signal,low,0.0,0.0
0.9509,950.9,218.71,stable,7.72,weak,weak_signal,low,0.0,0.0
2.1486,2148.6,494.18,stable,3.47,weak,weak_signal,low,0.0,0.0
1.6977,1697.7,390.47,rising,9.62,weak,weak_signal,low,0.0,0.0
2.1615,2161.5,497.15,rising,3.39,weak,weak_signal,low,0.0,0.0
2.1886,2188.6,503.38,rising,3.71,weak,weak_signal,low,0.0,0.0
0.2661,266.1,61.2,stable,3.03,weak,weak_signal,low,0.0,0.0
2.8506,2850.6,655.64,falling,-0.74,weak,weak_signal,low,0.0,0.0
1.792,1792.0,412.16,rising,-9.9,weak,weak_signal,low,0.0,0.0
1.9408,1940.8,446.38,rising,4.28,weak,weak_signal,low,0.0,0.0
2.4283,2428.3,558.51,rising,-5.07,weak,weak_signal,low,0.0,0.0
1.1846,1184.6,272.46,rising,4.4,weak,weak_signal,low,0.0,0.0
0.5504,550.4,126.59,falling,-8.5,weak,weak_signal,low,0.0,0.0
2.7775,2777.5,638.82,rising,5.43,weak,weak_signal,low,0.0,0.0
3.7593,3759.3,864.64,falling,9.39,weak,weak_signal,low,0.0,0.0
4.5488,4548.8,1046.22,falling,0.51,weak,weak_signal,low,0.0,0.0
3.0899,3089.9,710.68,rising,3.16,weak,weak_signal,low,0.0,0.0
2.612,2612.0,600.76,stable,4.13,weak,weak_signal,low,0.0,0.0
1.6376,1637.6,376.65,falling,7.15,weak,weak_signal,low,0.0,0.0
2.728,2728.0,627.44,falling,2.01,weak,weak_signal,low,0.0,0.0
2.6621,2662.1,612.28,stable,5.34,weak,weak_signal,low,0.0,0.0
4.0988,4098.8,942.72,rising,-3.0,weak,weak_signal,low,0.0,0.0
2.5603,2560.3,588.87,stable,-7.17,weak,weak_signal,low,0.0,0.0
3.0752,3075.2,707.3,falling,-3.12,weak,weak_signal,low,0.0,0.0
0.5704,570.4,131.19,rising,-7.53,weak,weak_signal,low,0.0,0.0
4.9382,4938.2,1135.79,rising,-5.56,weak,weak_signal,low,0.0,0.0
1.9256,1925.6,442.89,falling,7.29,weak,weak_signal,low,0.0,0.0
2.8644,2864.4,658.81,rising,7.21,weak,weak_signal,low,0.0,0.0
4.7439,4743.9,1091.1,rising,-5.31,weak,weak_signal,low,0.0,0.0
1.759,1759.0,404.57,falling,2.11,weak,weak_signal,low,0.0,0.0
0.0203,20.3,4.67,stable,-4.04,weak,weak_signal,low,0.0,0.0
2.0385,2038.5,468.86,stable,7.43,weak,weak_signal,low,0.0,0.0
